"","region","centre","type","annee","trimestre","tpm_fp_nc","tpm_fp_em","tpm_fp_ef","tpm_fp_am","tpm_fp_af","tpm_fp_ nc_m","tpm_fp_nc_f","tpm_rech","tpm_rech_em","tpm_rech_ef","tpm_rech_am","tpm_rech_af","tpm_rech_m","tpm_rech_m2","tpm_ret","tpm_ret_em","tpm_ret_ef","tpm_ret_am","tpm_ret_af","tpm_ret_m","tpm_ret_f","tmp_fn","tmp_fn_e","tmp_fn_a","tmp_fn_m","tmp_fn_f","tmp_fn_nf","tmp_fn_nf_e","tmp_fn_nf_a","tmp_fn_nf_m","tmp_fn_nf_f","tep_nc","tep_nc_e","tep_nc_a","tep_nc_m","tep_nc_f","cas_aut","cas_aut_enf","cas_aut_adu","cas_aut_m","cas_aut_f","tb_tfc","tb_tfc_enf","tb_tfc_enf_m","tb_tfc_enf_f","tb_tfc_a","tb_tfc_am","tb_tfc_af","tb_tfc_m","tb_tfc_f","tb_vih","tb_vih_m","tb_vih_f","vih_tb","vih_tb_m","vih_tb_f","tb_vih2","tb_vih_m2","tb_vih_f2","tb_vih_cotrim","tb_vih_cotrim_m","tb_vih_contrim_f","tb_vih_arv","tb_vih_arv_m","tb_vih_arv_f","ntr_rhz","ntr_erhz","ntr_serhz","ntr_cpx","cas_enf_genexpert","cas_enf_confirme","cas_enf_res","cas_adul_genexpert","cas_adul_confirme","cas_adul_res","tot_genexpert","tot_confirme","tot_res","pop","tpm_plus_attendus","tpm_plus_tauxdet","tbtot_cas_atendu","tbtot_taux_det","tbtot_nc_annee","gueris_total","gueris_taux","trait_tot","trait_pc","deces_total","deces_pc","echec_tot","echec_pc","abandon_tot","pdv_pc","noneval_tot","noneval_pc","eval_tot","eval_pc","com_cause","com_mobsoc","com_radio","com_vad_touss","com_vad_irr","com_vad_pdv","com_nom_touss","com_tpm_diag","com_det_ttf","com_enf_ref","com_suivis","struct_micros_pc","struct_xray_pc","struct_tbmedprem_pc","struct_tbstrepto_pc","perf_lab","pauvrety","retr_tarv","retr_tbvih","retr_vihantitb","retr_cotrimox","tpm_chimio_enf","tpm_chimio_pvvih","tb_diag_nc","tb_diag_nc_b","tb_diag_rech","tb_diag_rech_b","dur_rupt1","dur_rupt2","dur_rupt3","exstock1","exstock2","vad_tot","ntr_all","tbvih_arvtx_rate"
"1172","LOUGA","Sakal","DISTRICT",2017,2,5,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,7,0,0,0,7,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,80122,22,0.23,27,0.26,7,6,0.86,0,0,1,0.14,0,0,0,0,0,100,7,100,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,9,1,76,138,NA,NA,NA,NA,NA,NA,NA,1175,NA,NA
"1173","LOUGA","D, mousty","DISTRICT",2017,3,13,0,0,8,5,8,5,1,0,0,1,0,1,0,1,0,0,1,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,1,0,15,9,6,10,6,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,10,0,0,0,2,2,0,2,2,0,92610,25,0.51,31,0.51,6,6,1,0,0,0,0,0,0,0,0,0,100,6,100,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,33,9,316,612,NA,NA,NA,NA,NA,NA,NA,4000,NA,0
"1174","LOUGA","Coki","DISTRICT",2017,3,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,5,0,0,0,5,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,70898,19,0.21,24,0.21,5,3,0.6,0,0,0,0,0,0,1,0.2,1,80,4,80,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,11,13,246,457,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA
"1175","LOUGA","Dahra","DISTRICT",2017,3,6,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,7,8,3,0,0,0,0,0,7,2,5,4,3,0,0,0,0,0,24,6,5,1,18,10,8,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,10,0,0,0,0,0,0,0,0,0,147299,41,0.15,50,0.48,9,7,0.78,0,0,1,0.11,0,0,0,0,1,89,8,89,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,23,11,277,565,1,1,NA,NA,NA,NA,NA,5366,NA,NA
"1176","LOUGA","Kébémer","DISTRICT",2017,3,17,0,0,11,6,11,6,4,0,0,3,1,3,1,5,0,0,4,1,4,1,5,0,5,4,1,2,0,2,2,0,3,0,3,2,1,0,0,0,0,0,32,0,0,0,32,23,9,23,9,2,2,0,0,0,0,2,2,2,0,0,0,0,0,0,NA,NA,NA,9,0,0,0,4,3,0,4,3,0,196909,54,0.31,67,0.48,23,23,1,0,0,0,0,0,0,0,0,0,100,23,100,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,17,9,464,928,1,1,NA,NA,NA,NA,NA,4223,NA,0
"1177","LOUGA","Keur momar sarr","DISTRICT",2017,3,5,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,84539,23,0.22,29,0.17,3,3,1,0,0,0,0,0,0,0,0,0,100,3,100,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,10,NA,175,327,2,2,NA,NA,NA,NA,NA,1727,NA,NA
"1178","LOUGA","Linguère","DISTRICT",2017,3,15,0,0,9,6,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,16,0,0,0,16,10,6,10,6,0,0,0,2,0,2,2,0,0,2,0,2,2,0,2,NA,NA,NA,13,0,0,0,0,0,0,0,0,0,123017,34,0.44,42,0.38,7,5,0.71,0,0,0,0,2,0.29,0,0,0,100,7,100,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,1,NA,26,NA,145,290,NA,NA,NA,NA,NA,NA,NA,3600,NA,1
"1179","LOUGA","Louga","DISTRICT",2017,3,31,0,1,18,12,18,13,2,0,1,1,0,1,1,2,0,1,1,0,1,1,3,0,3,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,37,2,0,2,35,21,14,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,7,0,0,0,2,2,0,2,2,0,181493,50,0.62,62,0.6,10,10,1,0,0,0,0,0,0,0,0,0,100,10,100,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,0.99,0.323,NA,NA,NA,NA,27,3,946,1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1180","LOUGA","Sakal","DISTRICT",2017,3,5,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,80122,22,0.23,27,0.18,3,3,1,0,0,0,0,0,0,0,0,0,100,3,100,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,9,1,76,138,NA,NA,NA,NA,NA,NA,NA,1175,NA,NA
"1181","LOUGA","D, mousty","DISTRICT",2017,4,11,1,0,7,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,0,12,8,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,92610,25,0.43,31,0.41,11,7,0.64,0,0,1,0.09,1,0.09,0,0,2,82,9,82,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,33,9,316,612,NA,NA,NA,NA,NA,NA,NA,4000,NA,NA
"1182","LOUGA","Coki","DISTRICT",2017,4,3,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,70898,19,0.15,24,0.12,8,6,0.75,1,0.13,1,0.13,0,0,0,0,0,100,8,100,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,11,13,246,457,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA
"1183","LOUGA","Dahra","DISTRICT",2017,4,9,0,0,8,1,8,1,1,0,0,0,1,0,1,2,0,0,1,1,1,1,6,0,6,5,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,19,0,0,0,19,14,5,14,5,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,NA,NA,NA,1,0,0,0,1,1,0,1,1,0,147299,41,0.22,50,0.38,11,11,1,0,0,0,0,0,0,0,0,0,100,11,100,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,23,11,277,565,1,1,NA,NA,NA,NA,NA,5366,NA,1
"1184","LOUGA","Kébémer","DISTRICT",2017,4,25,0,0,18,7,18,7,3,0,0,2,1,2,1,3,0,0,2,1,2,1,4,0,4,3,1,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,34,0,0,0,34,23,11,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,2,0,0,0,2,2,0,2,2,0,196909,54,0.46,67,0.51,14,12,0.86,2,0.14,0,0,0,0,0,0,0,100,14,100,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,17,9,464,928,1,1,NA,NA,NA,NA,NA,4223,NA,NA
"1185","LOUGA","Keur momar sarr","DISTRICT",2017,4,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,84539,23,0.13,29,0.14,3,3,1,0,0,0,0,0,0,0,0,0,100,3,100,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,10,NA,175,327,2,2,NA,NA,NA,NA,NA,1727,NA,NA
"1186","LOUGA","Linguère","DISTRICT",2017,4,3,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,123017,34,0.09,42,0.07,7,7,1,0,0,0,0,0,0,0,0,0,100,7,100,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,1,NA,26,NA,145,290,NA,NA,NA,NA,NA,NA,NA,3600,NA,NA
"1187","LOUGA","Louga","DISTRICT",2017,4,26,0,0,20,6,20,6,3,0,0,1,2,1,2,4,0,0,2,2,2,2,1,0,1,1,0,2,1,1,0,2,9,5,4,3,6,0,0,0,0,0,42,6,1,5,36,25,11,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5,0,0,0,4,4,0,4,4,0,181493,50,0.52,62,0.68,21,18,0.86,0,0,1,0.05,0,0,1,0.05,1,95,20,95,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,0.99,0.323,NA,NA,NA,NA,27,3,946,1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1188","LOUGA","Sakal","DISTRICT",2017,4,8,0,0,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,80122,22,0.36,27,0.29,6,4,0.67,0,0,0,0,0,0,0,0,2,67,4,67,234,39,1,5863,NA,NA,289,32,NA,23,9,0.13,0,0.73,0.27,1,0.323,NA,NA,NA,NA,9,1,76,138,NA,NA,NA,NA,NA,NA,NA,1175,NA,NA
"1189","MATAM","Kanel","DISTRICT",2017,1,17,0,0,10,7,10,7,1,0,0,1,0,1,0,1,0,0,1,0,1,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,22,0,0,0,22,14,8,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,277813,76,0.22,94,0.23,16,13,0.81,0,0,0,0,0,0,0,0,3,81,13,81,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,0.97,0.323,NA,NA,NA,NA,17,8,388,640,NA,NA,NA,NA,NA,NA,NA,10544,NA,NA
"1190","MATAM","Matam","DISTRICT",2017,1,23,2,0,10,11,12,11,1,0,0,0,1,0,1,1,0,0,0,1,0,1,2,0,2,1,1,6,0,6,4,2,6,1,5,4,2,0,0,0,0,0,38,4,3,1,34,19,15,22,16,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,NA,NA,NA,3,0,0,0,2,1,0,2,1,0,225368,62,0.37,77,0.5,14,9,0.64,0,0,1,0.07,0,0,0,0,4,71,10,71,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,1,0.323,NA,NA,NA,NA,25,2,273,546,NA,NA,NA,NA,NA,NA,NA,3000,NA,1
"1191","MATAM","Ourossogui","HOPITAL",2017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,NA,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1192","MATAM","Ranérou","DISTRICT",2017,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,59743,16,0.06,20,0.05,2,2,1,0,0,0,0,0,0,0,0,0,100,2,100,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,1,0.323,NA,NA,NA,NA,NA,19,129,130,1,NA,NA,NA,NA,NA,NA,3200,NA,NA
"1193","MATAM","Thilogne","DISTRICT",2017,1,5,0,0,5,0,5,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,8,0,0,0,8,7,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,0,0,1,1,0,1,1,0,92049,25,0.2,31,0.26,4,1,0.25,1,0.25,0,0,0,0,1,0.25,1,75,3,75,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,1,0.323,NA,NA,NA,NA,10,NA,123,235,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1194","MATAM","Kanel","DISTRICT",2017,2,17,0,0,10,7,10,7,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,21,0,0,0,21,13,8,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,0,0,0,1,0,0,1,0,0,277813,76,0.22,94,0.22,12,6,0.5,0,0,0,0,0,0,0,0,6,50,6,50,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,0.97,0.323,NA,NA,NA,NA,17,8,388,640,NA,NA,NA,NA,NA,NA,NA,10544,NA,NA
"1195","MATAM","Matam","DISTRICT",2017,2,12,0,0,8,4,8,4,2,0,0,1,1,1,1,2,0,0,1,1,1,1,15,1,14,9,6,2,0,2,2,0,6,0,6,0,6,1,0,1,1,0,38,1,0,1,37,21,16,21,17,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,NA,NA,NA,5,0,0,0,2,0,0,2,0,0,225368,62,0.19,77,0.5,22,17,0.77,0,0,0,0,0,0,0,0,5,77,17,77,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,1,0.323,NA,NA,NA,NA,25,2,273,546,NA,NA,NA,NA,NA,NA,NA,3000,NA,1
"1196","MATAM","Ourossogui","HOPITAL",2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,NA,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1197","MATAM","Ranérou","DISTRICT",2017,2,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,59743,16,0.12,20,0.1,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,1,0.323,NA,NA,NA,NA,NA,19,129,130,1,NA,NA,NA,NA,NA,NA,3200,NA,NA
"1198","MATAM","Thilogne","DISTRICT",2017,2,7,0,0,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,2,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,92049,25,0.28,31,0.22,6,6,1,0,0,0,0,0,0,0,0,0,100,6,100,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,1,0.323,NA,NA,NA,NA,10,NA,123,235,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1199","MATAM","Kanel","DISTRICT",2017,3,13,0,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,0,0,0,0,0,0,0,0,277813,76,0.17,94,0.16,8,8,1,0,0,0,0,0,0,0,0,0,100,8,100,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,0.97,0.323,NA,NA,NA,NA,17,8,388,640,NA,NA,NA,NA,NA,NA,NA,10544,NA,NA
"1200","MATAM","Matam","DISTRICT",2017,3,14,0,0,11,3,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,7,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,24,0,0,0,24,18,6,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,8,0,0,0,0,0,0,0,0,0,225368,62,0.23,77,0.31,18,13,0.72,5,0.28,0,0,0,0,0,0,0,100,18,100,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,1,0.323,NA,NA,NA,NA,25,2,273,546,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA
"1201","MATAM","Ourossogui","HOPITAL",2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,NA,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1202","MATAM","Ranérou","DISTRICT",2017,3,2,0,0,0,2,0,2,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,59743,16,0.12,20,0.15,1,1,1,0,0,0,0,0,0,0,0,0,100,1,100,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,1,0.323,NA,NA,NA,NA,NA,19,129,130,1,NA,NA,NA,NA,NA,NA,3200,NA,NA
"1203","MATAM","Thilogne","DISTRICT",2017,3,8,0,1,3,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,8,3,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,4,0,0,0,0,0,0,0,0,0,92049,25,0.32,31,0.29,8,8,1,0,0,0,0,0,0,0,0,0,100,8,100,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,1,0.323,NA,NA,NA,NA,10,NA,123,235,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1204","MATAM","Kanel","DISTRICT",2017,4,10,0,0,6,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,8,4,8,4,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,NA,NA,NA,7,0,0,0,0,0,0,0,0,0,277813,76,0.13,94,0.13,11,11,1,0,0,0,0,0,0,0,0,0,100,11,100,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,0.97,0.323,NA,NA,NA,NA,17,8,388,640,NA,NA,NA,NA,NA,NA,NA,10544,NA,1
"1205","MATAM","Matam","DISTRICT",2017,4,13,0,0,8,5,8,5,1,0,0,1,0,1,0,2,0,0,2,0,2,0,9,1,8,8,1,6,1,5,4,2,1,0,1,1,0,1,0,1,1,0,32,2,2,0,30,22,8,24,8,2,2,0,0,0,0,2,2,2,2,2,0,2,2,0,NA,NA,NA,9,1,0,0,2,1,0,3,1,0,225368,62,0.21,77,0.42,32,32,1,0,0,0,0,0,0,0,0,0,100,32,100,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,1,0.323,NA,NA,NA,NA,25,2,273,546,NA,NA,NA,NA,NA,NA,NA,3000,NA,1
"1206","MATAM","Ourossogui","HOPITAL",2017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,NA,0.323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1207","MATAM","Ranérou","DISTRICT",2017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,59743,16,0,20,0,2,2,1,0,0,0,0,0,0,0,0,0,100,2,100,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,1,0.323,NA,NA,NA,NA,NA,19,129,130,1,NA,NA,NA,NA,NA,NA,3200,NA,NA
"1208","MATAM","Thilogne","DISTRICT",2017,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,92049,25,0,31,0,7,7,1,0,0,0,0,0,0,0,0,0,100,7,100,102,17,NA,3400,NA,NA,114,5,NA,3,4,0,0,0.45,0.23,1,0.323,NA,NA,NA,NA,10,NA,123,235,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1209","ST-LOUIS","Dagana","DISTRICT",2017,1,4,0,0,3,1,3,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,87603,24,0.17,30,0.17,3,3,1,0,0,0,0,0,0,0,0,0,100,3,100,213,34,0,6328,NA,NA,280,28,NA,51,12,NA,NA,NA,NA,0.98,0.323,NA,NA,NA,NA,9,NA,269,536,2,1,NA,NA,NA,NA,NA,3600,NA,NA
