"","region","centre","type","annee","trimestre","tpm_fp_nc","tpm_fp_em","tpm_fp_ef","tpm_fp_am","tpm_fp_af","tpm_fp_ nc_m","tpm_fp_nc_f","tpm_rech","tpm_rech_em","tpm_rech_ef","tpm_rech_am","tpm_rech_af","tpm_rech_m","tpm_rech_m2","tpm_ret","tpm_ret_em","tpm_ret_ef","tpm_ret_am","tpm_ret_af","tpm_ret_m","tpm_ret_f","tmp_fn","tmp_fn_e","tmp_fn_a","tmp_fn_m","tmp_fn_f","tmp_fn_nf","tmp_fn_nf_e","tmp_fn_nf_a","tmp_fn_nf_m","tmp_fn_nf_f","tep_nc","tep_nc_e","tep_nc_a","tep_nc_m","tep_nc_f","cas_aut","cas_aut_enf","cas_aut_adu","cas_aut_m","cas_aut_f","tb_tfc","tb_tfc_enf","tb_tfc_enf_m","tb_tfc_enf_f","tb_tfc_a","tb_tfc_am","tb_tfc_af","tb_tfc_m","tb_tfc_f","tb_vih","tb_vih_m","tb_vih_f","vih_tb","vih_tb_m","vih_tb_f","tb_vih2","tb_vih_m2","tb_vih_f2","tb_vih_cotrim","tb_vih_cotrim_m","tb_vih_contrim_f","tb_vih_arv","tb_vih_arv_m","tb_vih_arv_f","ntr_rhz","ntr_erhz","ntr_serhz","ntr_cpx","cas_enf_genexpert","cas_enf_confirme","cas_enf_res","cas_adul_genexpert","cas_adul_confirme","cas_adul_res","tot_genexpert","tot_confirme","tot_res","pop","tpm_plus_attendus","tpm_plus_tauxdet","tbtot_cas_atendu","tbtot_taux_det","tbtot_nc_annee","gueris_total","gueris_taux","trait_tot","trait_pc","deces_total","deces_pc","echec_tot","echec_pc","abandon_tot","pdv_pc","noneval_tot","noneval_pc","eval_tot","eval_pc","com_cause","com_mobsoc","com_radio","com_vad_touss","com_vad_irr","com_vad_pdv","com_nom_touss","com_tpm_diag","com_det_ttf","com_enf_ref","com_suivis","struct_micros_pc","struct_xray_pc","struct_tbmedprem_pc","struct_tbstrepto_pc","perf_lab","pauvrety","retr_tarv","retr_tbvih","retr_vihantitb","retr_cotrimox","tpm_chimio_enf","tpm_chimio_pvvih","tb_diag_nc","tb_diag_nc_b","tb_diag_rech","tb_diag_rech_b","dur_rupt1","dur_rupt2","dur_rupt3","exstock1","exstock2","vad_tot","ntr_all","tbvih_arvtx_rate"
"708","DAKAR","Rufisque","DISTRICT",2016,3,70,1,0,44,25,45,25,8,1,0,6,1,7,1,10,1,0,8,1,9,1,7,0,7,1,6,5,5,0,4,1,7,0,7,2,5,1,0,1,0,1,100,7,5,2,93,56,37,61,39,2,2,0,1,1,0,3,3,0,3,3,0,3,3,0,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,394225,108,0.65,134,0.75,89,67,0.75,6,0.07,3,0.03,0,0,13,0.15,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,0.96,0.009,NA,NA,NA,NA,85,4,1979,4144,NA,NA,2,2,2,NA,NA,1888,NA,1
"709","DAKAR","Diameniadio","DISTRICT",2016,3,23,0,0,17,6,17,6,2,0,0,2,0,2,0,2,0,0,2,0,2,0,4,1,3,3,1,1,0,1,0,1,2,0,2,2,0,0,0,0,0,0,32,1,0,1,31,24,7,24,8,3,1,2,0,0,0,3,1,2,3,1,2,2,1,1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,142169,39,0.59,48,0.66,37,34,0.92,1,0.03,1,0.03,0,0,1,0.03,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,0.88,0.009,NA,NA,6,NA,84,25,1174,13782,37,NA,NA,NA,NA,NA,NA,1792,NA,0.666666666666667
"710","DAKAR","Dkr-centre","DISTRICT",2016,4,104,8,1,68,27,76,28,9,0,0,6,3,6,3,10,0,0,7,3,7,3,6,2,4,4,2,2,2,0,2,0,18,0,18,9,9,1,0,1,1,0,141,13,10,3,128,89,39,99,42,3,1,2,0,0,0,3,1,2,3,1,2,3,1,2,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,355888,98,1.06,121,1.17,119,113,0.95,0,0,2,0.02,1,0.01,3,0.03,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,0.96,0.009,1,1,25,1,139,10,1835,3753,4,6,NA,NA,NA,1,NA,2200,NA,1
"711","DAKAR","Dkr-nord","DISTRICT",2016,4,125,3,3,80,39,83,42,14,0,0,13,1,13,1,20,0,0,17,3,17,3,12,5,7,6,6,5,3,2,2,3,28,3,25,12,16,2,0,2,2,0,192,21,8,13,171,118,53,126,66,2,0,2,1,1,0,3,1,2,3,1,2,3,1,2,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,479367,132,0.95,163,1.18,161,140,0.87,3,0.02,6,0.04,1,0.01,5,0.03,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,1,0.009,NA,NA,14,NA,274,11,2378,4085,NA,33,NA,NA,NA,NA,NA,590,NA,1
"712","DAKAR","Dkr-ouest","DISTRICT",2016,4,51,0,0,32,19,32,19,3,0,0,2,1,2,1,4,0,0,2,2,2,2,3,0,3,1,2,0,0,0,0,0,9,9,0,3,6,2,0,2,1,1,69,9,3,6,60,37,23,40,29,3,1,2,3,2,1,6,3,3,6,3,3,6,3,3,NA,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,230995,64,0.8,79,0.88,69,67,0.97,1,0.01,1,0.01,1,0.01,0,0,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,0.96,0.009,NA,NA,NA,NA,102,33,1106,2219,14,NA,NA,NA,NA,NA,NA,1200,NA,1
"713","DAKAR","Dkr-sud","DISTRICT",2016,4,79,0,0,62,17,62,17,7,0,0,6,1,6,1,9,0,0,8,1,8,1,3,1,2,2,1,0,0,0,0,0,21,7,14,12,9,2,0,2,1,1,114,6,2,4,108,85,23,87,27,1,1,0,2,2,0,3,3,0,3,3,0,3,3,0,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,186536,51,1.54,63,1.8,98,80,0.82,6,0.06,2,0.02,4,0.04,5,0.05,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,0.96,0.009,NA,NA,NA,NA,40,18,168,340,4,8,NA,NA,NA,NA,NA,5325,NA,1
"714","DAKAR","Guédiawaye","DISTRICT",2016,4,94,1,1,72,20,73,21,8,0,0,4,4,4,4,8,0,0,4,4,4,4,2,0,2,0,2,0,0,0,0,0,22,7,15,10,12,1,0,1,1,0,127,9,4,5,118,82,36,86,41,0,0,0,2,1,1,2,1,1,2,1,1,2,1,1,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,360361,99,0.95,123,1.04,108,81,0.75,9,0.08,2,0.02,2,0.02,9,0.08,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,0.98,0.009,2,2,21,2,207,18,1254,3358,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"715","DAKAR","HEAR","HOPITAL",2016,4,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,3,0,0,0,0,0,5,4,1,4,1,0,0,0,0,0,12,9,4,5,3,2,1,6,6,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"716","DAKAR","H,Fann M Infect","HOPITAL",2016,4,33,0,0,15,18,15,18,4,0,0,4,0,4,0,4,0,0,4,0,4,0,6,0,6,2,4,0,0,0,0,0,21,3,18,13,8,2,0,2,1,1,66,3,2,1,63,36,27,38,28,20,12,8,8,5,3,28,17,11,28,17,11,28,11,17,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,11,0.73,2,0.13,1,0.07,0,0,0,0,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"717","DAKAR","HALD","HOPITAL",2016,4,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,3,3,0,2,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5,5,4,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","DAKAR","HOGGY","HOPITAL",2016,4,14,1,0,11,2,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,33,4,29,20,13,0,0,0,0,0,48,6,5,1,42,25,17,30,18,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"719","DAKAR","HPD","HOPITAL",2016,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","DAKAR","Mbao","DISTRICT",2016,4,98,0,1,68,29,68,30,5,0,0,4,1,4,1,8,0,0,6,2,6,2,3,1,2,1,2,0,0,0,0,0,21,9,12,7,14,0,0,0,0,0,130,11,5,6,119,77,42,82,48,2,2,0,2,1,1,4,3,1,4,3,1,4,3,1,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,374945,103,0.95,127,1.02,82,70,0.85,3,0.04,0,0,2,0.02,3,0.04,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,0.97,0.009,NA,NA,9,NA,157,19,3388,6605,119,16,NA,NA,NA,NA,NA,7999,NA,1
"721","DAKAR","Pikine","DISTRICT",2016,4,93,1,1,72,19,73,20,15,0,1,14,0,14,1,18,0,1,16,1,16,2,2,0,2,1,1,3,1,2,2,1,20,14,6,5,15,0,0,0,0,0,136,18,5,13,118,91,27,96,40,3,2,1,1,0,1,4,2,2,3,2,1,3,2,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,359282,99,0.94,122,1.11,143,138,0.97,3,0.02,0,0,0,0,0,0,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,0.99,0.009,NA,NA,7,NA,393,21,334,339,NA,NA,NA,NA,NA,NA,NA,3982,NA,0.75
"722","DAKAR","Keur Massar","DISTRICT",2016,4,157,1,3,107,46,108,49,18,0,0,14,4,14,4,20,0,0,16,4,16,4,5,1,4,2,3,1,0,1,1,0,25,2,23,13,12,0,0,0,0,0,208,7,3,4,201,135,66,138,70,3,2,1,4,1,3,7,3,4,7,3,4,7,3,4,NA,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,545602,150,1.05,186,1.12,165,134,0.81,9,0.05,4,0.02,2,0.01,14,0.08,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,0.96,0.009,NA,NA,17,NA,342,131,2298,4494,NA,NA,NA,NA,NA,NA,NA,7990,NA,1
"723","DAKAR","Rufisque","DISTRICT",2016,4,78,2,1,60,15,62,16,6,0,0,3,3,3,3,8,0,0,4,4,4,4,2,0,2,2,0,1,1,0,1,0,14,0,14,8,6,0,0,0,0,0,103,4,3,1,99,76,23,79,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,394225,108,0.72,134,0.77,60,54,0.9,2,0.03,0,0,0,0,0,0,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,0.96,0.009,NA,NA,NA,NA,85,4,1979,4144,NA,NA,2,2,2,NA,NA,1888,NA,NA
"724","DAKAR","Diameniadio","DISTRICT",2016,4,39,1,0,25,13,26,13,3,0,0,2,1,2,1,4,0,0,3,1,3,1,1,1,0,0,1,0,0,0,0,0,5,2,3,3,2,1,0,1,1,0,50,4,2,2,46,30,16,32,18,3,3,0,1,1,0,4,4,0,4,4,0,4,4,0,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,142169,39,1,48,1.03,37,37,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,462,78,1,14992,NA,NA,398,66,NA,22,NA,0.09,0.03,0.87,0.52,0.88,0.009,NA,NA,6,NA,84,25,1174,13782,37,NA,NA,NA,NA,NA,NA,1792,NA,1
"725","DIOURBEL","Bambey","DISTRICT",2016,1,39,0,0,24,15,24,15,1,0,0,0,1,0,1,1,0,0,0,1,0,1,16,0,16,10,6,1,0,1,1,0,5,0,5,2,3,1,0,1,1,0,63,0,0,0,63,38,25,38,25,2,1,1,1,1,0,3,2,1,3,2,1,3,2,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,328255,90,0.43,112,0.56,32,28,0.88,0,0,0,0,0,0,4,0.13,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,1,1,6,1,114,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,NA,1
"726","DIOURBEL","Diourbel","DISTRICT",2016,1,53,0,1,46,6,46,7,2,0,0,2,0,2,0,2,0,0,2,0,2,0,14,1,13,10,4,0,0,0,0,0,9,3,6,4,5,0,0,0,0,0,78,5,3,2,73,59,14,62,16,1,0,1,2,1,1,3,1,2,3,1,2,3,1,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,293987,81,0.66,100,0.78,51,51,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,NA,NA,5,NA,228,15,1689,3438,NA,NA,NA,NA,NA,NA,NA,4200,NA,1
"727","DIOURBEL","Mbacké","DISTRICT",2016,1,25,0,0,20,5,20,5,2,0,0,2,0,2,0,3,0,0,3,0,3,0,0,0,0,0,0,2,2,0,2,0,3,0,3,2,1,1,0,1,1,0,34,2,2,0,32,26,6,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,164442,45,0.55,56,0.61,21,20,0.95,0,0,0,0,0,0,1,0.05,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,NA,NA,4,NA,46,19,768,1599,9,7,NA,NA,NA,NA,NA,2400,NA,NA
"728","DIOURBEL","Touba","DISTRICT",2016,1,141,1,0,95,45,96,45,10,0,0,7,3,7,3,11,0,0,8,3,8,3,12,4,8,7,5,8,5,3,5,3,31,8,23,21,10,0,0,0,0,0,203,18,9,9,185,128,57,137,66,4,4,0,4,4,0,8,8,0,8,8,0,8,8,0,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,854667,235,0.6,291,0.7,102,92,0.9,7,0.07,1,0.01,0,0,2,0.02,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,NA,NA,6,NA,190,86,1232,2400,13,13,NA,NA,NA,NA,NA,2820,NA,1
"729","DIOURBEL","Bambey","DISTRICT",2016,2,26,0,0,18,8,18,8,2,0,0,1,1,1,1,2,0,0,1,1,1,1,3,1,2,2,1,3,3,0,2,1,2,1,1,0,2,4,0,4,3,1,40,5,1,4,35,26,9,27,13,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,328255,90,0.29,112,0.36,32,28,0.88,0,0,2,0.06,0,0,2,0.06,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,1,1,6,1,114,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,NA,1
"730","DIOURBEL","Diourbel","DISTRICT",2016,2,48,0,1,34,13,34,14,4,0,0,0,4,0,4,4,0,0,0,4,0,4,14,2,12,10,4,0,0,0,0,0,3,0,3,2,1,2,0,2,1,1,71,3,1,2,68,46,22,47,24,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,NA,NA,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,293987,81,0.59,100,0.71,35,20,0.57,3,0.09,6,0.17,3,0.09,3,0.09,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,NA,NA,5,NA,228,15,1689,3438,NA,NA,NA,NA,NA,NA,NA,4200,NA,1
"731","DIOURBEL","Mbacké","DISTRICT",2016,2,21,0,1,11,9,11,10,2,0,0,1,1,1,1,4,0,0,2,2,2,2,2,1,1,1,1,1,1,0,0,1,2,0,2,1,1,1,0,1,1,0,31,3,1,2,28,16,12,17,14,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,164442,45,0.46,56,0.55,28,27,0.96,0,0,0,0,0,0,1,0.04,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,NA,NA,4,NA,46,19,768,1599,9,7,NA,NA,NA,NA,NA,2400,NA,1
"732","DIOURBEL","Touba","DISTRICT",2016,2,123,2,1,87,33,89,34,11,0,0,7,4,7,4,14,0,0,10,4,10,4,18,1,17,10,8,10,1,9,7,3,44,4,40,26,18,2,0,2,2,0,211,9,9,0,202,135,67,144,67,3,3,0,7,5,2,10,8,2,10,8,2,10,8,2,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,854667,235,0.52,291,0.73,102,86,0.84,4,0.04,6,0.06,3,0.03,3,0.03,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,NA,NA,6,NA,190,86,1232,2400,13,13,NA,NA,NA,NA,NA,2820,NA,1
"733","DIOURBEL","Bambey","DISTRICT",2016,3,44,0,1,33,10,33,11,1,0,0,1,0,1,0,2,0,0,2,0,2,0,17,0,17,11,6,1,1,0,0,1,5,1,4,3,2,1,0,1,0,1,70,3,1,2,67,47,20,48,22,1,0,1,2,2,0,3,2,1,3,2,1,3,2,1,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,328255,90,0.49,112,0.63,42,36,0.86,0,0,0,0,0,0,6,0.14,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,1,1,6,1,114,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,NA,1
"734","DIOURBEL","Diourbel","DISTRICT",2016,3,45,0,1,28,16,28,17,2,0,0,1,1,1,1,2,0,0,1,1,1,1,8,1,7,3,5,2,0,2,2,0,2,0,2,1,1,0,0,0,0,0,59,2,1,1,57,35,22,36,23,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,293987,81,0.56,100,0.59,45,39,0.87,6,0.13,0,0,0,0,0,0,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,NA,NA,5,NA,228,15,1689,3438,NA,NA,NA,NA,NA,NA,NA,4200,NA,1
"735","DIOURBEL","Mbacké","DISTRICT",2016,3,35,1,0,27,7,28,7,3,0,0,2,1,2,1,4,0,0,3,1,3,1,6,2,4,5,1,0,0,0,0,0,5,0,5,2,3,0,0,0,0,0,50,3,1,2,47,37,10,38,12,2,2,0,0,0,0,2,2,0,2,2,0,2,2,0,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,164442,45,0.77,56,0.89,28,26,0.93,0,0,0,0,0,0,2,0.07,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,NA,NA,4,NA,46,19,768,1599,9,7,NA,NA,NA,NA,NA,2400,NA,1
"736","DIOURBEL","Touba","DISTRICT",2016,3,98,1,0,62,35,63,35,9,0,0,5,4,5,4,19,0,0,11,8,11,8,14,2,12,11,3,4,2,2,3,1,15,3,12,10,5,0,0,0,0,0,150,8,7,1,142,91,51,98,52,2,1,1,5,3,2,7,4,3,7,4,3,7,4,3,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,854667,235,0.42,291,0.52,105,91,0.87,6,0.06,0,0,2,0.02,6,0.06,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,NA,NA,6,NA,190,86,1232,2400,13,13,NA,NA,NA,NA,NA,2820,NA,1
"737","DIOURBEL","Bambey","DISTRICT",2016,4,47,0,0,35,12,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,8,4,2,1,1,2,0,6,1,5,4,2,0,0,0,0,0,67,2,1,1,65,52,13,53,14,1,1,0,2,2,0,3,3,0,3,3,0,3,3,0,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,328255,90,0.52,112,0.6,53,52,0.98,1,0.02,0,0,0,0,0,0,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,1,1,6,1,114,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,1920,NA,1
"738","DIOURBEL","Diourbel","DISTRICT",2016,4,55,0,0,46,9,46,9,6,0,0,5,1,5,1,9,0,0,8,1,8,1,10,9,1,2,8,2,0,2,2,0,7,2,5,4,3,1,0,1,1,0,84,11,3,8,73,60,13,63,21,3,1,2,4,3,1,7,4,3,7,4,3,7,4,3,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,293987,81,0.68,100,0.84,38,30,0.79,2,0.05,3,0.08,1,0.03,2,0.05,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,NA,NA,5,NA,228,15,1689,3438,NA,NA,NA,NA,NA,NA,NA,4200,NA,1
"739","DIOURBEL","Mbacké","DISTRICT",2016,4,22,0,0,17,5,17,5,6,0,0,6,0,6,0,8,0,0,8,0,8,0,2,0,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,33,0,0,0,33,25,8,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,164442,45,0.49,56,0.59,31,30,0.97,0,0,0,0,0,0,1,0.03,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,NA,NA,4,NA,46,19,768,1599,9,7,NA,NA,NA,NA,NA,2400,NA,NA
"740","DIOURBEL","Touba","DISTRICT",2016,4,79,1,1,48,29,49,30,3,0,0,3,0,3,0,9,0,0,8,1,8,1,2,1,1,2,0,0,0,0,0,0,4,0,4,1,3,0,0,0,0,0,94,3,2,1,91,58,33,60,34,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,854667,235,0.34,291,0.32,130,118,0.91,0,0,1,0.01,2,0.02,9,0.07,NA,NA,NA,NA,180,29,5,6005,NA,NA,232,42,NA,21,6,0.05,0,0.93,0.18,1,0.266,NA,NA,6,NA,190,86,1232,2400,13,13,NA,NA,NA,NA,NA,2820,NA,1
"741","FATICK","Diofior","DISTRICT",2016,1,7,0,0,6,1,6,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,7,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,83624,23,0.3,28,0.32,6,5,0.83,0,0,0,0,1,0.17,0,0,NA,NA,NA,NA,228,38,1,6748,NA,NA,149,19,NA,23,1,0.11,0,0.42,0.11,0.98,0.266,NA,NA,1,NA,14,44,478,956,NA,8,60,60,60,NA,NA,2467,NA,NA
"742","FATICK","Fatick","DISTRICT",2016,1,15,0,0,11,4,11,4,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,0,18,0,0,0,18,13,5,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,204417,56,0.27,70,0.26,10,9,0.9,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,228,38,1,6748,NA,NA,149,19,NA,23,1,0.11,0,0.42,0.11,1,0.266,NA,NA,1,NA,28,NA,366,737,NA,NA,NA,NA,NA,1000,1000,4800,NA,NA
"743","FATICK","Foundiougne","DISTRICT",2016,1,7,0,0,5,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,6,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,55852,15,0.46,19,0.42,6,5,0.83,0,0,1,0.17,0,0,0,0,NA,NA,NA,NA,228,38,1,6748,NA,NA,149,19,NA,23,1,0.11,0,0.42,0.11,1,0.266,NA,NA,NA,NA,7,5,112,224,5,4,NA,NA,NA,NA,NA,NA,NA,NA
